feat,val
FN11,25
FN11,11
FN11,89
FN11,15
FN11,24
FN11,40
FN11,11
FN11,11
FN11,89
FN11,24
FN11,44
FN11,58
FN11,15
FN11,45
FN11,11
FN11,44
FN11,89
FN11,40
FN11,24
FN11,44
FN11,45
FN11,40
FN11,24
FN11,38
FN11,45
FN11,45
FN11,38
FN11,25
FN11,89
FN11,45
FN11,89
FN11,24
FN11,38
FN11,89
FN11,25
FN11,58
FN11,44
FN11,25
FN11,15
FN11,40
FN11,45
FN11,24
FN11,45
FN11,11
FN11,15
FN11,40
FN11,11
FN11,44
FN11,45
FN11,25
FN11,24
FN11,40
FN11,44
FN11,25
FN11,38
FN11,11
FN11,38
FN11,38
FN11,24
FN11,11
FN11,11
FN11,58
FN11,38
FN11,24
FN11,38
FN11,45
FN11,24
FN11,11
FN11,58
FN11,11
FN11,25
FN11,89
FN11,15
FN11,11
FN11,24
FN11,58
FN11,40
FN11,40
FN11,44
FN11,89
FN11,25
FN11,38
FN11,89
FN11,40
FN11,25
FN11,11
FN11,25
FN11,40
FN11,89
FN11,24
FN11,40
FN11,89
FN11,38
FN11,38
FN11,25
FN11,11
FN11,89
FN11,15
FN11,89
FN11,11
FN11,44
FN11,25
FN11,58
FN11,58
FN11,24
FN11,15
FN11,45
FN11,38
FN11,25
FN11,24
FN11,38
FN11,58
FN11,40
FN11,15
FN11,11
FN11,25
FN11,45
FN11,44
FN11,44
FN11,89
FN11,44
FN11,58
FN11,15
FN11,25
FN11,24
FN11,58
FN11,58
FN11,89
FN11,89
FN11,40
FN11,44
FN11,45
FN11,11
FN11,24
FN11,44
FN11,15
FN11,11
FN11,89
FN11,44
FN11,44
FN11,89
FN11,24
FN11,45
FN11,89
FN11,40
FN11,58
FN11,40
FN11,24
FN11,15
FN11,11
FN11,44
FN11,24
FN11,15
FN11,44
FN11,11
FN11,40
FN11,24
FN11,45
FN11,40
FN11,40
FN11,15
FN11,45
FN11,11
FN11,38
FN11,11
FN11,58
FN11,58
FN11,58
FN11,11
FN11,11
FN11,40
FN11,11
FN11,38
FN11,15
FN11,11
FN11,38
FN11,38
FN11,45
FN11,24
FN11,58
FN11,40
FN11,58
FN11,25
FN11,58
FN11,45
FN11,25
FN11,24
FN11,58
FN11,89
FN11,89
FN11,40
FN11,25
FN11,25
FN11,38
FN11,15
FN11,40
FN11,45
FN11,89
FN11,25
FN11,25
FN11,38
FN11,45
FN11,38
FN11,15
FN11,58
FN11,58
FN11,58
FN11,58
FN11,89
FN11,89
FN11,25
FN11,45
FN11,11
FN11,24
FN11,45
FN11,44
FN11,25
FN11,58
FN11,44
FN11,11
FN11,44
FN11,40
FN11,38
FN11,40
FN11,15
FN11,38
FN11,24
FN11,24
FN11,58
FN11,25
FN11,40
FN11,44
FN11,44
FN11,58
FN11,44
FN11,15
FN11,15
FN11,58
FN11,89
FN11,44
FN11,24
FN11,40
FN11,24
FN11,15
FN11,25
FN11,89
FN11,11
FN11,40
FN11,45
FN11,40
FN11,11
FN11,45
FN11,11
FN11,44
FN11,24
FN11,25
FN11,24
FN11,89
FN11,58
FN11,38
FN11,11
FN11,44
FN11,45
FN11,45
FN11,45
FN11,58
FN11,89
FN11,38
FN11,11
FN11,11
FN11,11
FN11,24
FN11,11
FN11,89
FN11,11
FN11,24
FN11,44
FN11,25
FN11,58
FN11,38
FN11,45
FN11,45
FN11,15
FN11,44
FN11,38
FN11,15
FN11,25
FN11,38
FN11,44
FN11,38
FN11,24
FN11,40
FN11,58
FN11,89
FN11,24
FN11,38
FN11,15
FN11,25
FN11,25
FN11,25
FN11,24
FN11,89
FN11,25
FN11,15
FN11,89
FN11,38
FN11,45
FN11,40
FN11,44
FN11,24
FN11,15
FN11,11
FN11,45
FN11,15
FN11,58
FN11,40
FN11,11
FN11,11
FN11,24
FN11,89
FN11,24
FN11,11
FN11,25
FN11,15
